hardware,model,layer_name,input,kv_cache,latency(ns)
RTX3090,gpt3-6.7b-moe,post_layernorm,1,85,45036
RTX3090,gpt3-6.7b-moe,input_layernorm,1,85,45983
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,85,45642
RTX3090,gpt3-6.7b-moe,attention/dense,1,85,11107
RTX3090,gpt3-6.7b-moe,attention/qkv,1,85,10296
RTX3090,gpt3-6.7b-moe,lm_head,1,85,10305
RTX3090,gpt3-6.7b-moe,mlp/proj,1,85,10131
RTX3090,gpt3-6.7b-moe,mlp/fc,1,85,9951
RTX3090,gpt3-6.7b-moe,gating,1,85,6850
RTX3090,gpt3-6.7b-moe,moe_ffn,1,85,74739
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,86,56367
RTX3090,gpt3-6.7b-moe,ln_f,1,86,63322
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,86,103305
RTX3090,gpt3-6.7b-moe,post_layernorm,1,86,45046
RTX3090,gpt3-6.7b-moe,input_layernorm,1,86,45993
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,86,45652
RTX3090,gpt3-6.7b-moe,attention/dense,1,86,11117
RTX3090,gpt3-6.7b-moe,attention/qkv,1,86,10306
RTX3090,gpt3-6.7b-moe,lm_head,1,86,10315
RTX3090,gpt3-6.7b-moe,mlp/proj,1,86,10141
RTX3090,gpt3-6.7b-moe,mlp/fc,1,86,9961
RTX3090,gpt3-6.7b-moe,gating,1,86,6860
RTX3090,gpt3-6.7b-moe,moe_ffn,1,86,74749
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,87,56377
RTX3090,gpt3-6.7b-moe,ln_f,1,87,63332
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,87,103315
RTX3090,gpt3-6.7b-moe,post_layernorm,1,87,45056
RTX3090,gpt3-6.7b-moe,input_layernorm,1,87,46003
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,87,45662
RTX3090,gpt3-6.7b-moe,attention/dense,1,87,11127
RTX3090,gpt3-6.7b-moe,attention/qkv,1,87,10316
RTX3090,gpt3-6.7b-moe,lm_head,1,87,10325
RTX3090,gpt3-6.7b-moe,mlp/proj,1,87,10151
RTX3090,gpt3-6.7b-moe,mlp/fc,1,87,9971
RTX3090,gpt3-6.7b-moe,gating,1,87,6870
RTX3090,gpt3-6.7b-moe,moe_ffn,1,87,74759
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,88,56387
RTX3090,gpt3-6.7b-moe,ln_f,1,88,63342
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,88,103325
RTX3090,gpt3-6.7b-moe,post_layernorm,1,88,45066
RTX3090,gpt3-6.7b-moe,input_layernorm,1,88,46013
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,88,45672
RTX3090,gpt3-6.7b-moe,attention/dense,1,88,11137
RTX3090,gpt3-6.7b-moe,attention/qkv,1,88,10326
RTX3090,gpt3-6.7b-moe,lm_head,1,88,10335
RTX3090,gpt3-6.7b-moe,mlp/proj,1,88,10161
RTX3090,gpt3-6.7b-moe,mlp/fc,1,88,9981
RTX3090,gpt3-6.7b-moe,gating,1,88,6880
RTX3090,gpt3-6.7b-moe,moe_ffn,1,88,74769
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,89,56397
RTX3090,gpt3-6.7b-moe,ln_f,1,89,63352
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,89,103335
RTX3090,gpt3-6.7b-moe,post_layernorm,1,89,45076
RTX3090,gpt3-6.7b-moe,input_layernorm,1,89,46023
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,89,45682
RTX3090,gpt3-6.7b-moe,attention/dense,1,89,11147
RTX3090,gpt3-6.7b-moe,attention/qkv,1,89,10336
RTX3090,gpt3-6.7b-moe,lm_head,1,89,10345
RTX3090,gpt3-6.7b-moe,mlp/proj,1,89,10171
RTX3090,gpt3-6.7b-moe,mlp/fc,1,89,9991
RTX3090,gpt3-6.7b-moe,gating,1,89,6890
RTX3090,gpt3-6.7b-moe,moe_ffn,1,89,74779
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,90,56407
RTX3090,gpt3-6.7b-moe,ln_f,1,90,63362
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,90,103345
RTX3090,gpt3-6.7b-moe,post_layernorm,1,90,45086
RTX3090,gpt3-6.7b-moe,input_layernorm,1,90,46033
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,90,45692
RTX3090,gpt3-6.7b-moe,attention/dense,1,90,11157
RTX3090,gpt3-6.7b-moe,attention/qkv,1,90,10346
RTX3090,gpt3-6.7b-moe,lm_head,1,90,10355
RTX3090,gpt3-6.7b-moe,mlp/proj,1,90,10181
RTX3090,gpt3-6.7b-moe,mlp/fc,1,90,10001
RTX3090,gpt3-6.7b-moe,gating,1,90,6900
RTX3090,gpt3-6.7b-moe,moe_ffn,1,90,74789
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,91,56417
RTX3090,gpt3-6.7b-moe,ln_f,1,91,63372
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,91,103355
RTX3090,gpt3-6.7b-moe,post_layernorm,1,91,45096
RTX3090,gpt3-6.7b-moe,input_layernorm,1,91,46043
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,91,45702
RTX3090,gpt3-6.7b-moe,attention/dense,1,91,11167
RTX3090,gpt3-6.7b-moe,attention/qkv,1,91,10356
RTX3090,gpt3-6.7b-moe,lm_head,1,91,10365
RTX3090,gpt3-6.7b-moe,mlp/proj,1,91,10191
RTX3090,gpt3-6.7b-moe,mlp/fc,1,91,10011
RTX3090,gpt3-6.7b-moe,gating,1,91,6910
RTX3090,gpt3-6.7b-moe,moe_ffn,1,91,74799
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,92,56427
RTX3090,gpt3-6.7b-moe,ln_f,1,92,63382
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,92,103365
RTX3090,gpt3-6.7b-moe,post_layernorm,1,92,45106
RTX3090,gpt3-6.7b-moe,input_layernorm,1,92,46053
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,92,45712
RTX3090,gpt3-6.7b-moe,attention/dense,1,92,11177
RTX3090,gpt3-6.7b-moe,attention/qkv,1,92,10366
RTX3090,gpt3-6.7b-moe,lm_head,1,92,10375
RTX3090,gpt3-6.7b-moe,mlp/proj,1,92,10201
RTX3090,gpt3-6.7b-moe,mlp/fc,1,92,10021
RTX3090,gpt3-6.7b-moe,gating,1,92,6920
RTX3090,gpt3-6.7b-moe,moe_ffn,1,92,74809
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,93,56437
RTX3090,gpt3-6.7b-moe,ln_f,1,93,63392
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,93,103375
RTX3090,gpt3-6.7b-moe,post_layernorm,1,93,45116
RTX3090,gpt3-6.7b-moe,input_layernorm,1,93,46063
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,93,45722
RTX3090,gpt3-6.7b-moe,attention/dense,1,93,11187
RTX3090,gpt3-6.7b-moe,attention/qkv,1,93,10376
RTX3090,gpt3-6.7b-moe,lm_head,1,93,10385
RTX3090,gpt3-6.7b-moe,mlp/proj,1,93,10211
RTX3090,gpt3-6.7b-moe,mlp/fc,1,93,10031
RTX3090,gpt3-6.7b-moe,gating,1,93,6930
RTX3090,gpt3-6.7b-moe,moe_ffn,1,93,74819
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,94,56447
RTX3090,gpt3-6.7b-moe,ln_f,1,94,63402
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,94,103385
RTX3090,gpt3-6.7b-moe,post_layernorm,1,94,45126
RTX3090,gpt3-6.7b-moe,input_layernorm,1,94,46073
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,94,45732
RTX3090,gpt3-6.7b-moe,attention/dense,1,94,11197
RTX3090,gpt3-6.7b-moe,attention/qkv,1,94,10386
RTX3090,gpt3-6.7b-moe,lm_head,1,94,10395
RTX3090,gpt3-6.7b-moe,mlp/proj,1,94,10221
RTX3090,gpt3-6.7b-moe,mlp/fc,1,94,10041
RTX3090,gpt3-6.7b-moe,gating,1,94,6940
RTX3090,gpt3-6.7b-moe,moe_ffn,1,94,74829
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,95,56457
RTX3090,gpt3-6.7b-moe,ln_f,1,95,63412
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,95,103395
RTX3090,gpt3-6.7b-moe,post_layernorm,1,95,45136
RTX3090,gpt3-6.7b-moe,input_layernorm,1,95,46083
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,95,45742
RTX3090,gpt3-6.7b-moe,attention/dense,1,95,11207
RTX3090,gpt3-6.7b-moe,attention/qkv,1,95,10396
RTX3090,gpt3-6.7b-moe,lm_head,1,95,10405
RTX3090,gpt3-6.7b-moe,mlp/proj,1,95,10231
RTX3090,gpt3-6.7b-moe,mlp/fc,1,95,10051
RTX3090,gpt3-6.7b-moe,gating,1,95,6950
RTX3090,gpt3-6.7b-moe,moe_ffn,1,95,74839
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,96,56467
RTX3090,gpt3-6.7b-moe,ln_f,1,96,63422
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,96,103405
RTX3090,gpt3-6.7b-moe,post_layernorm,1,96,45146
RTX3090,gpt3-6.7b-moe,input_layernorm,1,96,46093
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,96,45752
RTX3090,gpt3-6.7b-moe,attention/dense,1,96,11217
RTX3090,gpt3-6.7b-moe,attention/qkv,1,96,10406
RTX3090,gpt3-6.7b-moe,lm_head,1,96,10415
RTX3090,gpt3-6.7b-moe,mlp/proj,1,96,10241
RTX3090,gpt3-6.7b-moe,mlp/fc,1,96,10061
RTX3090,gpt3-6.7b-moe,gating,1,96,6960
RTX3090,gpt3-6.7b-moe,moe_ffn,1,96,74849
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,97,56477
RTX3090,gpt3-6.7b-moe,ln_f,1,97,63432
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,97,103415
RTX3090,gpt3-6.7b-moe,post_layernorm,1,97,45156
RTX3090,gpt3-6.7b-moe,input_layernorm,1,97,46103
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,97,45762
RTX3090,gpt3-6.7b-moe,attention/dense,1,97,11227
RTX3090,gpt3-6.7b-moe,attention/qkv,1,97,10416
RTX3090,gpt3-6.7b-moe,lm_head,1,97,10425
RTX3090,gpt3-6.7b-moe,mlp/proj,1,97,10251
RTX3090,gpt3-6.7b-moe,mlp/fc,1,97,10071
RTX3090,gpt3-6.7b-moe,gating,1,97,6970
RTX3090,gpt3-6.7b-moe,moe_ffn,1,97,74859
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,98,56487
RTX3090,gpt3-6.7b-moe,ln_f,1,98,63442
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,98,103425
RTX3090,gpt3-6.7b-moe,post_layernorm,1,98,45166
RTX3090,gpt3-6.7b-moe,input_layernorm,1,98,46113
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,98,45772
RTX3090,gpt3-6.7b-moe,attention/dense,1,98,11237
RTX3090,gpt3-6.7b-moe,attention/qkv,1,98,10426
RTX3090,gpt3-6.7b-moe,lm_head,1,98,10435
RTX3090,gpt3-6.7b-moe,mlp/proj,1,98,10261
RTX3090,gpt3-6.7b-moe,mlp/fc,1,98,10081
RTX3090,gpt3-6.7b-moe,gating,1,98,6980
RTX3090,gpt3-6.7b-moe,moe_ffn,1,98,74869
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,99,56497
RTX3090,gpt3-6.7b-moe,ln_f,1,99,63452
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,99,103435
RTX3090,gpt3-6.7b-moe,post_layernorm,1,99,45176
RTX3090,gpt3-6.7b-moe,input_layernorm,1,99,46123
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,99,45782
RTX3090,gpt3-6.7b-moe,attention/dense,1,99,11247
RTX3090,gpt3-6.7b-moe,attention/qkv,1,99,10436
RTX3090,gpt3-6.7b-moe,lm_head,1,99,10445
RTX3090,gpt3-6.7b-moe,mlp/proj,1,99,10271
RTX3090,gpt3-6.7b-moe,mlp/fc,1,99,10091
RTX3090,gpt3-6.7b-moe,gating,1,99,6990
RTX3090,gpt3-6.7b-moe,moe_ffn,1,99,74879
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,100,56507
RTX3090,gpt3-6.7b-moe,ln_f,1,100,63462
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,100,103445
RTX3090,gpt3-6.7b-moe,post_layernorm,1,100,45186
RTX3090,gpt3-6.7b-moe,input_layernorm,1,100,46133
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,100,45792
RTX3090,gpt3-6.7b-moe,attention/dense,1,100,11257
RTX3090,gpt3-6.7b-moe,attention/qkv,1,100,10446
RTX3090,gpt3-6.7b-moe,lm_head,1,100,10455
RTX3090,gpt3-6.7b-moe,mlp/proj,1,100,10281
RTX3090,gpt3-6.7b-moe,mlp/fc,1,100,10101
RTX3090,gpt3-6.7b-moe,gating,1,100,7000
RTX3090,gpt3-6.7b-moe,moe_ffn,1,100,74889
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,101,56517
RTX3090,gpt3-6.7b-moe,ln_f,1,101,63472
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,101,103455
RTX3090,gpt3-6.7b-moe,post_layernorm,1,101,45196
RTX3090,gpt3-6.7b-moe,input_layernorm,1,101,46143
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,101,45802
RTX3090,gpt3-6.7b-moe,attention/dense,1,101,11267
RTX3090,gpt3-6.7b-moe,attention/qkv,1,101,10456
RTX3090,gpt3-6.7b-moe,lm_head,1,101,10465
RTX3090,gpt3-6.7b-moe,mlp/proj,1,101,10291
RTX3090,gpt3-6.7b-moe,mlp/fc,1,101,10111
RTX3090,gpt3-6.7b-moe,gating,1,101,7010
RTX3090,gpt3-6.7b-moe,moe_ffn,1,101,74899
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,102,56527
RTX3090,gpt3-6.7b-moe,ln_f,1,102,63482
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,102,103465
RTX3090,gpt3-6.7b-moe,post_layernorm,1,102,45206
RTX3090,gpt3-6.7b-moe,input_layernorm,1,102,46153
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,102,45812
RTX3090,gpt3-6.7b-moe,attention/dense,1,102,11277
RTX3090,gpt3-6.7b-moe,attention/qkv,1,102,10466
RTX3090,gpt3-6.7b-moe,lm_head,1,102,10475
RTX3090,gpt3-6.7b-moe,mlp/proj,1,102,10301
RTX3090,gpt3-6.7b-moe,mlp/fc,1,102,10121
RTX3090,gpt3-6.7b-moe,gating,1,102,7020
RTX3090,gpt3-6.7b-moe,moe_ffn,1,102,74909
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,103,56537
RTX3090,gpt3-6.7b-moe,ln_f,1,103,63492
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,103,103475
RTX3090,gpt3-6.7b-moe,post_layernorm,1,103,45216
RTX3090,gpt3-6.7b-moe,input_layernorm,1,103,46163
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,103,45822
RTX3090,gpt3-6.7b-moe,attention/dense,1,103,11287
RTX3090,gpt3-6.7b-moe,attention/qkv,1,103,10476
RTX3090,gpt3-6.7b-moe,lm_head,1,103,10485
RTX3090,gpt3-6.7b-moe,mlp/proj,1,103,10311
RTX3090,gpt3-6.7b-moe,mlp/fc,1,103,10131
RTX3090,gpt3-6.7b-moe,gating,1,103,7030
RTX3090,gpt3-6.7b-moe,moe_ffn,1,103,74919
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,104,56547
RTX3090,gpt3-6.7b-moe,ln_f,1,104,63502
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,104,103485
RTX3090,gpt3-6.7b-moe,post_layernorm,1,104,45226
RTX3090,gpt3-6.7b-moe,input_layernorm,1,104,46173
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,104,45832
RTX3090,gpt3-6.7b-moe,attention/dense,1,104,11297
RTX3090,gpt3-6.7b-moe,attention/qkv,1,104,10486
RTX3090,gpt3-6.7b-moe,lm_head,1,104,10495
RTX3090,gpt3-6.7b-moe,mlp/proj,1,104,10321
RTX3090,gpt3-6.7b-moe,mlp/fc,1,104,10141
RTX3090,gpt3-6.7b-moe,gating,1,104,7040
RTX3090,gpt3-6.7b-moe,moe_ffn,1,104,74929
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,105,56557
RTX3090,gpt3-6.7b-moe,ln_f,1,105,63512
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,105,103495
RTX3090,gpt3-6.7b-moe,post_layernorm,1,105,45236
RTX3090,gpt3-6.7b-moe,input_layernorm,1,105,46183
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,105,45842
RTX3090,gpt3-6.7b-moe,attention/dense,1,105,11307
RTX3090,gpt3-6.7b-moe,attention/qkv,1,105,10496
RTX3090,gpt3-6.7b-moe,lm_head,1,105,10505
RTX3090,gpt3-6.7b-moe,mlp/proj,1,105,10331
RTX3090,gpt3-6.7b-moe,mlp/fc,1,105,10151
RTX3090,gpt3-6.7b-moe,gating,1,105,7050
RTX3090,gpt3-6.7b-moe,moe_ffn,1,105,74939
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,106,56567
RTX3090,gpt3-6.7b-moe,ln_f,1,106,63522
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,106,103505
RTX3090,gpt3-6.7b-moe,post_layernorm,1,106,45246
RTX3090,gpt3-6.7b-moe,input_layernorm,1,106,46193
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,106,45852
RTX3090,gpt3-6.7b-moe,attention/dense,1,106,11317
RTX3090,gpt3-6.7b-moe,attention/qkv,1,106,10506
RTX3090,gpt3-6.7b-moe,lm_head,1,106,10515
RTX3090,gpt3-6.7b-moe,mlp/proj,1,106,10341
RTX3090,gpt3-6.7b-moe,mlp/fc,1,106,10161
RTX3090,gpt3-6.7b-moe,gating,1,106,7060
RTX3090,gpt3-6.7b-moe,moe_ffn,1,106,74949
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,107,56577
RTX3090,gpt3-6.7b-moe,ln_f,1,107,63532
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,107,103515
RTX3090,gpt3-6.7b-moe,post_layernorm,1,107,45256
RTX3090,gpt3-6.7b-moe,input_layernorm,1,107,46203
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,107,45862
RTX3090,gpt3-6.7b-moe,attention/dense,1,107,11327
RTX3090,gpt3-6.7b-moe,attention/qkv,1,107,10516
RTX3090,gpt3-6.7b-moe,lm_head,1,107,10525
RTX3090,gpt3-6.7b-moe,mlp/proj,1,107,10351
RTX3090,gpt3-6.7b-moe,mlp/fc,1,107,10171
RTX3090,gpt3-6.7b-moe,gating,1,107,7070
RTX3090,gpt3-6.7b-moe,moe_ffn,1,107,74959
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,108,56587
RTX3090,gpt3-6.7b-moe,ln_f,1,108,63542
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,108,103525
RTX3090,gpt3-6.7b-moe,post_layernorm,1,108,45266
RTX3090,gpt3-6.7b-moe,input_layernorm,1,108,46213
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,108,45872
RTX3090,gpt3-6.7b-moe,attention/dense,1,108,11337
RTX3090,gpt3-6.7b-moe,attention/qkv,1,108,10526
RTX3090,gpt3-6.7b-moe,lm_head,1,108,10535
RTX3090,gpt3-6.7b-moe,mlp/proj,1,108,10361
RTX3090,gpt3-6.7b-moe,mlp/fc,1,108,10181
RTX3090,gpt3-6.7b-moe,gating,1,108,7080
RTX3090,gpt3-6.7b-moe,moe_ffn,1,108,74969
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,109,56597
RTX3090,gpt3-6.7b-moe,ln_f,1,109,63552
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,109,103535
RTX3090,gpt3-6.7b-moe,post_layernorm,1,109,45276
RTX3090,gpt3-6.7b-moe,input_layernorm,1,109,46223
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,109,45882
RTX3090,gpt3-6.7b-moe,attention/dense,1,109,11347
RTX3090,gpt3-6.7b-moe,attention/qkv,1,109,10536
RTX3090,gpt3-6.7b-moe,lm_head,1,109,10545
RTX3090,gpt3-6.7b-moe,mlp/proj,1,109,10371
RTX3090,gpt3-6.7b-moe,mlp/fc,1,109,10191
RTX3090,gpt3-6.7b-moe,gating,1,109,7090
RTX3090,gpt3-6.7b-moe,moe_ffn,1,109,74979
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,110,56607
RTX3090,gpt3-6.7b-moe,ln_f,1,110,63562
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,110,103545
RTX3090,gpt3-6.7b-moe,post_layernorm,1,110,45286
RTX3090,gpt3-6.7b-moe,input_layernorm,1,110,46233
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,110,45892
RTX3090,gpt3-6.7b-moe,attention/dense,1,110,11357
RTX3090,gpt3-6.7b-moe,attention/qkv,1,110,10546
RTX3090,gpt3-6.7b-moe,lm_head,1,110,10555
RTX3090,gpt3-6.7b-moe,mlp/proj,1,110,10381
RTX3090,gpt3-6.7b-moe,mlp/fc,1,110,10201
RTX3090,gpt3-6.7b-moe,gating,1,110,7100
RTX3090,gpt3-6.7b-moe,moe_ffn,1,110,74989
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,111,56617
RTX3090,gpt3-6.7b-moe,ln_f,1,111,63572
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,111,103555
RTX3090,gpt3-6.7b-moe,post_layernorm,1,111,45296
RTX3090,gpt3-6.7b-moe,input_layernorm,1,111,46243
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,111,45902
RTX3090,gpt3-6.7b-moe,attention/dense,1,111,11367
RTX3090,gpt3-6.7b-moe,attention/qkv,1,111,10556
RTX3090,gpt3-6.7b-moe,lm_head,1,111,10565
RTX3090,gpt3-6.7b-moe,mlp/proj,1,111,10391
RTX3090,gpt3-6.7b-moe,mlp/fc,1,111,10211
RTX3090,gpt3-6.7b-moe,gating,1,111,7110
RTX3090,gpt3-6.7b-moe,moe_ffn,1,111,74999
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,112,56627
RTX3090,gpt3-6.7b-moe,ln_f,1,112,63582
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,112,103565
RTX3090,gpt3-6.7b-moe,post_layernorm,1,112,45306
RTX3090,gpt3-6.7b-moe,input_layernorm,1,112,46253
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,112,45912
RTX3090,gpt3-6.7b-moe,attention/dense,1,112,11377
RTX3090,gpt3-6.7b-moe,attention/qkv,1,112,10566
RTX3090,gpt3-6.7b-moe,lm_head,1,112,10575
RTX3090,gpt3-6.7b-moe,mlp/proj,1,112,10401
RTX3090,gpt3-6.7b-moe,mlp/fc,1,112,10221
RTX3090,gpt3-6.7b-moe,gating,1,112,7120
RTX3090,gpt3-6.7b-moe,moe_ffn,1,112,75009
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,113,56637
RTX3090,gpt3-6.7b-moe,ln_f,1,113,63592
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,113,103575
RTX3090,gpt3-6.7b-moe,post_layernorm,1,113,45316
RTX3090,gpt3-6.7b-moe,input_layernorm,1,113,46263
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,113,45922
RTX3090,gpt3-6.7b-moe,attention/dense,1,113,11387
RTX3090,gpt3-6.7b-moe,attention/qkv,1,113,10576
RTX3090,gpt3-6.7b-moe,lm_head,1,113,10585
RTX3090,gpt3-6.7b-moe,mlp/proj,1,113,10411
RTX3090,gpt3-6.7b-moe,mlp/fc,1,113,10231
RTX3090,gpt3-6.7b-moe,gating,1,113,7130
RTX3090,gpt3-6.7b-moe,moe_ffn,1,113,75019
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,114,56647
RTX3090,gpt3-6.7b-moe,ln_f,1,114,63602
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,114,103585
RTX3090,gpt3-6.7b-moe,post_layernorm,1,114,45326
RTX3090,gpt3-6.7b-moe,input_layernorm,1,114,46273
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,114,45932
RTX3090,gpt3-6.7b-moe,attention/dense,1,114,11397
RTX3090,gpt3-6.7b-moe,attention/qkv,1,114,10586
RTX3090,gpt3-6.7b-moe,lm_head,1,114,10595
RTX3090,gpt3-6.7b-moe,mlp/proj,1,114,10421
RTX3090,gpt3-6.7b-moe,mlp/fc,1,114,10241
RTX3090,gpt3-6.7b-moe,gating,1,114,7140
RTX3090,gpt3-6.7b-moe,moe_ffn,1,114,75029
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,115,56657
RTX3090,gpt3-6.7b-moe,ln_f,1,115,63612
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,115,103595
RTX3090,gpt3-6.7b-moe,post_layernorm,1,115,45336
RTX3090,gpt3-6.7b-moe,input_layernorm,1,115,46283
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,115,45942
RTX3090,gpt3-6.7b-moe,attention/dense,1,115,11407
RTX3090,gpt3-6.7b-moe,attention/qkv,1,115,10596
RTX3090,gpt3-6.7b-moe,lm_head,1,115,10605
RTX3090,gpt3-6.7b-moe,mlp/proj,1,115,10431
RTX3090,gpt3-6.7b-moe,mlp/fc,1,115,10251
RTX3090,gpt3-6.7b-moe,gating,1,115,7150
RTX3090,gpt3-6.7b-moe,moe_ffn,1,115,75039
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,116,56667
RTX3090,gpt3-6.7b-moe,ln_f,1,116,63622
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,116,103605
RTX3090,gpt3-6.7b-moe,post_layernorm,1,116,45346
RTX3090,gpt3-6.7b-moe,input_layernorm,1,116,46293
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,116,45952
RTX3090,gpt3-6.7b-moe,attention/dense,1,116,11417
RTX3090,gpt3-6.7b-moe,attention/qkv,1,116,10606
RTX3090,gpt3-6.7b-moe,lm_head,1,116,10615
RTX3090,gpt3-6.7b-moe,mlp/proj,1,116,10441
RTX3090,gpt3-6.7b-moe,mlp/fc,1,116,10261
RTX3090,gpt3-6.7b-moe,gating,1,116,7160
RTX3090,gpt3-6.7b-moe,moe_ffn,1,116,75049
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,117,56677
RTX3090,gpt3-6.7b-moe,ln_f,1,117,63632
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,117,103615
RTX3090,gpt3-6.7b-moe,post_layernorm,1,117,45356
RTX3090,gpt3-6.7b-moe,input_layernorm,1,117,46303
RTX3090,gpt3-6.7b-moe,attention/wrapper,1,117,45962
RTX3090,gpt3-6.7b-moe,attention/dense,1,117,11427
RTX3090,gpt3-6.7b-moe,attention/qkv,1,117,10616
RTX3090,gpt3-6.7b-moe,lm_head,1,117,10625
RTX3090,gpt3-6.7b-moe,mlp/proj,1,117,10451
RTX3090,gpt3-6.7b-moe,mlp/fc,1,117,10271
RTX3090,gpt3-6.7b-moe,gating,1,117,7170
RTX3090,gpt3-6.7b-moe,moe_ffn,1,117,75059
RTX3090,gpt3-6.7b-moe,mlp/gelu,1,118,56687
RTX3090,gpt3-6.7b-moe,ln_f,1,118,63642
RTX3090,gpt3-6.7b-moe,vocab_embedding,1,118,103625
